scrape_date,reit,macro_market,beds,listing_count,avg_rent,median_rent,avg_sqft,rent_per_sqft,concession_rate,avg_concession_value,sp_count,sp_avg_rent_curr,sp_avg_rent_prev,sp_wow_pct,sp_concession_rate_curr,sp_concession_rate_prev,avg_rent_psf,median_rent_psf,avg_eff_rent,avg_eff_rent_psf,sp_avg_rent_psf_curr,sp_avg_rent_psf_prev,sp_wow_pct_psf,sp_avg_eff_rent_curr,sp_avg_eff_rent_prev,sp_wow_pct_eff,sp_avg_eff_rent_psf_curr,sp_avg_eff_rent_psf_prev,sp_wow_pct_eff_psf,sp_count_prev,sp_count_curr
2026-03-28,AVB,Boston,2,294,3644.343537414966,3470.0,1190.687074829932,3.1040890253367137,0.8469387755102041,664.433734939759,,,,,,,3.1040890253367137,2.996910825941328,3339.403895582329,2.8909002456968467,,,,,,,,,,,
2026-03-28,AVB,Boston,3,41,5093.90243902439,4600.0,1522.5853658536585,3.394342538509629,0.8536585365853658,950.5714285714286,,,,,,,3.394342538509629,2.868679775280899,4830.632857142857,3.2380470445968252,,,,,,,,,,,
2026-03-28,AVB,Charlotte,0,31,1533.7096774193549,1555.0,605.8709677419355,2.536907510557529,1.0,1.7419354838709677,,,,,,,2.536907510557529,2.5702479338842976,1309.5909677419354,2.1659782432232517,,,,,,,,,,,
2026-03-28,AVB,Charlotte,1,274,1639.0036496350365,1655.0,795.5474452554745,2.0643609511164387,1.0,139.5912408759124,,,,,,,2.0643609511164387,2.0107671601615076,1399.883613138686,1.763669925738295,,,,,,,,,,,
2026-03-28,AVB,Charlotte,2,234,2084.931623931624,2250.0,1241.08547008547,1.6739642435687323,1.0,122.2008547008547,,,,,,,1.6739642435687323,1.6499642090193272,1775.813205128205,1.4264767489500576,,,,,,,,,,,
2026-03-28,AVB,Charlotte,3,67,2616.805970149254,2545.0,1690.8955223880596,1.5726241758177781,1.0,62.21641791044776,,,,,,,1.5726241758177781,1.3882921589688506,2223.8920895522388,1.3395928659616738,,,,,,,,,,,
2026-03-28,AVB,Dallas/Fort Worth,1,175,1395.422857142857,1360.0,764.1028571428571,1.8356174430188645,0.9714285714285714,95.05294117647058,,,,,,,1.8356174430188645,1.813793103448276,1268.4178823529412,1.6837717798201621,,,,,,,,,,,
2026-03-28,AVB,Dallas/Fort Worth,2,114,1839.7543859649122,1735.0,1151.421052631579,1.59567939327338,0.9736842105263158,162.95945945945945,,,,,,,1.59567939327338,1.5628461730188135,1689.0735135135135,1.4698249908974363,,,,,,,,,,,
2026-03-28,AVB,Dallas/Fort Worth,3,25,2352.2,2185.0,1544.84,1.5280542405904258,1.0,140.9,,,,,,,1.5280542405904258,1.508785332314744,2172.924,1.4099475801359285,,,,,,,,,,,
2026-03-28,AVB,Denver,0,30,1549.1666666666667,1520.0,589.4333333333333,2.67145539075567,0.9333333333333333,287.875,,,,,,,2.67145539075567,2.734241908006814,1239.419642857143,2.1668107251604356,,,,,,,,,,,
2026-03-28,AVB,Denver,1,121,1734.7685950413222,1691.0,738.8181818181819,2.373118808603,0.8677685950413223,943.0380952380953,,,,,,,2.373118808603,2.332904884318766,1439.0494285714285,1.9817857010651108,,,,,,,,,,,
2026-03-28,AVB,Denver,2,75,2246.96,2240.0,1108.16,2.03197225656348,0.7866666666666666,543.9745762711865,,,,,,,2.03197225656348,2.014072119613017,1904.4383050847457,1.7130368652008319,,,,,,,,,,,
2026-03-28,AVB,Denver,3,10,2587.6,2490.0,1339.6,1.9184552991768204,1.0,1.95,,,,,,,1.9184552991768204,1.8920247252965345,2172.819,1.6083205233404947,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,0,84,1944.345238095238,1855.0,441.0357142857143,4.426623843921668,0.8214285714285714,726.3840579710145,,,,,,,4.426623843921668,4.389671361502347,1761.21,4.11745464874996,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,1,293,2612.085324232082,2640.0,720.7610921501706,3.641322742274062,0.6757679180887372,341.0808080808081,,,,,,,3.641322742274062,3.592896174863388,2454.4828787878787,3.4632642874102917,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,2,267,3185.0337078651687,3112.0,1036.7977528089887,3.0810507690207727,0.7228464419475655,293.39637305699483,,,,,,,3.0810507690207727,3.013888888888889,2969.1169948186525,2.886925286232158,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,3,20,4265.75,4160.0,1406.9,3.0560044192940126,0.6,101.16666666666667,,,,,,,3.0560044192940126,3.0376187694507353,3734.7058333333334,2.7599351521265914,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,4,1,5120.0,5120.0,1277.0,4.009397024275646,0.0,,,,,,,,4.009397024275646,4.009397024275646,,,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,0,18,2290.8333333333335,2315.0,551.1111111111111,4.242922349866223,1.0,133.88888888888889,,,,,,,4.242922349866223,3.721761036601242,2168.472222222222,4.00552214194126,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,1,136,2762.235294117647,2642.5,796.0955882352941,3.486667544198534,0.8676470588235294,63.16101694915254,,,,,,,3.486667544198534,3.562731208687527,2641.967033898305,3.3587975905492886,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,2,149,3470.7046979865772,2935.0,1159.7852348993288,2.9845772622047497,0.8120805369127517,127.18181818181819,,,,,,,2.9845772622047497,2.5377358490566038,3405.9126446280993,2.919331052316057,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,3,28,3927.3214285714284,3397.5,1399.0714285714287,2.8144166709431206,0.7142857142857143,155.6,,,,,,,2.8144166709431206,2.4369984343118283,3879.8949999999995,2.831693116821272,,,,,,,,,,,
2026-03-28,AVB,New York,0,95,3224.9052631578948,3155.0,539.2947368421053,6.209446929528368,0.7157894736842105,66.78676470588235,,,,,,,6.209446929528368,5.811359026369169,2857.957794117647,5.431181243637015,,,,,,,,,,,
2026-03-28,AVB,New York,1,618,3339.954692556634,2895.0,786.3284789644013,4.365894311366157,0.7540453074433657,51.51824034334764,,,,,,,4.365894311366157,3.653576437587658,2930.6600643776824,3.8808584967854154,,,,,,,,,,,
2026-03-28,AVB,New York,2,546,3882.915750915751,3532.5,1182.5750915750916,3.330998967384258,0.8333333333333334,22.904395604395603,,,,,,,3.330998967384258,3.0851063829787235,3398.581714285714,2.965006650291657,,,,,,,,,,,
2026-03-28,AVB,New York,3,68,4757.838235294118,4545.0,1470.6470588235295,3.2732613435315727,0.5441176470588235,31.27027027027027,,,,,,,3.2732613435315727,3.106887888601161,4305.127837837838,3.005875017644392,,,,,,,,,,,
2026-03-28,AVB,Orange County,0,11,2462.7272727272725,2370.0,472.3636363636364,5.358429213746187,0.7272727272727273,0.5,,,,,,,5.358429213746187,5.654320987654321,2227.52625,5.500064814814815,,,,,,,,,,,
2026-03-28,AVB,Orange County,1,138,2664.985507246377,2657.5,702.0942028985507,3.814754097103511,0.7318840579710145,165.37623762376236,,,,,,,3.814754097103511,3.8850521792510744,2483.180693069307,3.6203572362589433,,,,,,,,,,,
2026-03-28,AVB,Orange County,2,92,3484.717391304348,3515.0,1057.141304347826,3.309991710713733,0.5434782608695652,232.49,,,,,,,3.309991710713733,3.2957787030474837,3267.5938,3.189938156957747,,,,,,,,,,,
2026-03-28,AVB,Orange County,3,1,4805.0,4805.0,1726.0,2.7838933951332563,1.0,1000.0,,,,,,,2.7838933951332563,2.7838933951332563,4721.67,2.735614136732329,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,0,10,1680.0,1685.0,639.6,2.6267278087127415,1.0,51.8,,,,,,,2.6267278087127415,2.6369327073552427,1424.167,2.226759871892856,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,1,34,1726.5882352941176,1832.5,753.8235294117648,2.3184234693352757,1.0,251.08823529411765,,,,,,,2.3184234693352757,2.4191461836998704,1548.885588235294,2.0770965778931227,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,2,41,2200.1951219512193,2590.0,1163.1463414634147,1.8842544222229514,1.0,2.475609756097561,,,,,,,1.8842544222229514,2.0786516853932584,1875.3129268292682,1.6076731183035768,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,3,16,2948.6875,2515.0,1945.4375,1.627099089125644,1.0,1.40625,,,,,,,1.627099089125644,1.1803038092732967,2574.8375,1.409596576977138,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,4,3,2755.0,2755.0,2386.0,1.1546521374685665,1.0,1.0,,,,,,,1.1546521374685665,1.1546521374685665,2525.42,1.0584325230511316,,,,,,,,,,,
2026-03-28,AVB,San Diego,0,12,2259.4166666666665,2247.5,451.75,5.099889656989744,0.75,75.0,,,,,,,5.099889656989744,5.348148148148148,2212.8611111111113,5.389729080932785,,,,,,,,,,,
2026-03-28,AVB,San Diego,1,37,2614.945945945946,2650.0,654.8108108108108,4.028629666736528,0.8108108108108109,446.9,,,,,,,4.028629666736528,4.096385542168675,2516.315666666667,3.910741262177861,,,,,,,,,,,
2026-03-28,AVB,San Diego,2,30,3261.6666666666665,3242.5,1007.5666666666667,3.2658445625588093,0.7666666666666667,291.69565217391306,,,,,,,3.2658445625588093,3.183418079096045,3187.6791304347826,3.1309953193587354,,,,,,,,,,,
2026-03-28,AVB,San Diego,3,6,3627.6666666666665,3643.0,1350.0,2.6871604938271605,1.0,150.0,,,,,,,2.6871604938271605,2.6985185185185188,3615.1666666666665,2.6779012345679014,,,,,,,,,,,
2026-03-28,AVB,San Francisco,0,10,3026.4,2751.0,492.9,6.258177712103548,0.3,0.5,,,,,,,6.258177712103548,6.41244963213103,2546.61,4.507274336283186,,,,,,,,,,,
2026-03-28,AVB,San Francisco,1,27,3971.4074074074074,3880.0,722.4814814814815,5.5539728916746105,0.2962962962962963,25.375,,,,,,,5.5539728916746105,5.627118644067797,3290.95375,4.538602726738744,,,,,,,,,,,
2026-03-28,AVB,San Francisco,2,16,4761.875,4282.5,990.125,4.798732788806782,0.1875,33.666666666666664,,,,,,,4.798732788806782,4.221799583563293,3857.7100000000005,3.8668423329083956,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,0,14,2462.1428571428573,2495.0,590.2142857142857,4.196978242439612,0.7857142857142857,0.8181818181818182,,,,,,,4.196978242439612,4.260369593542441,2279.508181818182,3.8887472250417163,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,1,119,2586.27731092437,2520.0,708.0420168067227,3.6714790831651114,0.773109243697479,269.1358695652174,,,,,,,3.6714790831651114,3.694992412746586,2372.0977173913043,3.4227627048147773,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,2,72,3361.1805555555557,3335.0,1066.1805555555557,3.1607924617736134,0.6388888888888888,163.8695652173913,,,,,,,3.1607924617736134,3.1286171426157487,3092.607391304348,2.857485046499512,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,3,9,4304.333333333333,4510.0,1336.3333333333333,3.214355935411328,0.4444444444444444,0.875,,,,,,,3.214355935411328,3.1139755766621438,4408.855,3.1867167921666666,,,,,,,,,,,
2026-03-28,AVB,San Jose,0,17,2322.294117647059,2280.0,398.4117647058824,5.874765173638766,0.6470588235294118,1.0,,,,,,,5.874765173638766,5.666666666666667,2029.8327272727272,4.993869474890752,,,,,,,,,,,
2026-03-28,AVB,San Jose,1,93,3083.6666666666665,3045.0,730.7311827956989,4.26462371764762,0.5053763440860215,88.52127659574468,,,,,,,4.26462371764762,4.330612244897959,3030.0961702127656,4.149203252130842,,,,,,,,,,,
2026-03-28,AVB,San Jose,2,68,3960.794117647059,3735.5,1050.9117647058824,3.793318216691182,0.5735294117647058,67.17948717948718,,,,,,,3.793318216691182,3.6150337571844737,3933.363076923077,3.6147945409846987,,,,,,,,,,,
2026-03-28,AVB,San Jose,3,7,4790.0,4510.0,1364.0,3.5765497012409506,0.2857142857142857,135.0,,,,,,,3.5765497012409506,3.4663573085846866,4851.25,3.7403623747108714,,,,,,,,,,,
2026-03-28,AVB,Santa Barbara,1,3,2655.0,2680.0,767.3333333333334,3.4607080725538713,1.0,1000.0,,,,,,,3.4607080725538713,3.459079283887468,2571.67,3.3520302446417474,,,,,,,,,,,
2026-03-28,AVB,Santa Barbara,2,8,3155.875,3112.5,1044.75,3.0313444030865537,0.625,1000.0,,,,,,,3.0313444030865537,3.001846541764083,3148.67,2.875367577339028,,,,,,,,,,,
2026-03-28,AVB,Seattle,0,48,2040.1666666666667,2070.0,530.1458333333334,3.881294186811259,0.7291666666666666,136.21428571428572,,,,,,,3.881294186811259,3.8835530611884717,1802.1860000000001,3.4682305756508103,,,,,,,,,,,
2026-03-28,AVB,Seattle,1,132,2458.7651515151515,2389.0,734.2348484848485,3.3672906005976047,0.696969696969697,106.33152173913044,,,,,,,3.3672906005976047,3.3027291105121295,2207.7390217391303,2.977564704803783,,,,,,,,,,,
2026-03-28,AVB,Seattle,2,119,3279.4453781512607,3210.0,1103.0336134453783,2.9771524352396086,0.8067226890756303,112.47916666666667,,,,,,,2.9771524352396086,2.9442148760330578,2998.151354166667,2.6967128439657286,,,,,,,,,,,
2026-03-28,AVB,Seattle,3,30,4263.5,4285.0,1502.3666666666666,2.822864763430521,0.7333333333333333,85.86363636363636,,,,,,,2.822864763430521,2.6,3989.175909090909,2.5747926707588884,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",0,32,1965.0625,1972.5,550.6875,3.610333692679261,1.0,32.4375,,,,,,,3.610333692679261,3.5728876239157374,1767.0946875,3.2491403315476997,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",1,296,2244.2635135135133,2202.5,756.331081081081,2.9869686930274355,0.875,85.84749034749035,,,,,,,2.9869686930274355,2.862467856368312,2061.394787644788,2.7436309264382075,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",2,229,2798.0349344978167,2695.0,1100.2096069868996,2.5492605853983394,0.8777292576419214,65.03980099502488,,,,,,,2.5492605853983394,2.4589455488331895,2608.394328358209,2.382488101319026,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",3,36,3523.0555555555557,3475.0,1384.611111111111,2.5372426316119605,1.0,57.77777777777778,,,,,,,2.5372426316119605,2.45930644019816,3265.4175,2.351908776242206,,,,,,,,,,,
2026-03-28,CPT,Atlanta,1,144,1594.6944444444443,1529.0,818.4583333333334,1.9695039305687654,0.13194444444444445,440.0,,,,,,,1.9695039305687654,1.9034391534391535,1338.1194736842103,1.6019648654745389,,,,,,,,,,,
2026-03-28,CPT,Atlanta,2,118,1976.7118644067796,1819.0,1200.7881355932204,1.6410275561273124,0.23728813559322035,440.0,,,,,,,1.6410275561273124,1.5449557115866146,1540.9014285714286,1.4068044469960073,,,,,,,,,,,
2026-03-28,CPT,Atlanta,3,30,2136.0,1989.0,1491.6333333333334,1.4214245589784573,0.5666666666666667,440.0,,,,,,,1.4214245589784573,1.3957894736842105,1816.4476470588236,1.2658356872359282,,,,,,,,,,,
2026-03-28,CPT,Atlanta,Studio,10,1404.0,1359.0,649.7,2.168679945740512,0.0,,,,,,,,2.168679945740512,2.1930693069306932,,,,,,,,,,,,,
2026-03-28,CPT,Austin,1,181,1255.5745856353592,1179.0,763.9613259668508,1.652207297534259,0.06077348066298342,2.0,,,,,,,1.652207297534259,1.5275689223057645,1098.4109090909092,1.409167173315687,,,,,,,,,,,
2026-03-28,CPT,Austin,2,80,1638.25,1574.0,1119.9625,1.4556425511393072,0.025,2.0,,,,,,,1.4556425511393072,1.44323598447233,1449.165,1.3770034348107114,,,,,,,,,,,
2026-03-28,CPT,Austin,3,15,1743.6666666666667,1699.0,1285.0666666666666,1.3603930662588068,0.26666666666666666,2.0,,,,,,,1.3603930662588068,1.3347245409015025,1545.0,1.2122278277954788,,,,,,,,,,,
2026-03-28,CPT,Austin,Studio,2,1649.0,1649.0,522.0,3.1590038314176243,0.0,,,,,,,,3.1590038314176243,3.1590038314176243,,,,,,,,,,,,,
2026-03-28,CPT,Charlotte,1,104,1541.5,1529.0,753.3076923076923,2.063237336408267,0.0,,,,,,,,2.063237336408267,2.097872340425532,,,,,,,,,,,,,
2026-03-28,CPT,Charlotte,2,109,1885.4220183486239,1859.0,1130.3761467889908,1.6713415396821645,0.0,,,,,,,,1.6713415396821645,1.619934282584885,,,,,,,,,,,,,
2026-03-28,CPT,Charlotte,3,17,2166.0588235294117,1969.0,1426.5294117647059,1.507479756231049,0.0,,,,,,,,1.507479756231049,1.546739984289081,,,,,,,,,,,,,
2026-03-28,CPT,Charlotte,Studio,22,1447.1818181818182,1389.0,622.6363636363636,2.3854272487981336,0.0,,,,,,,,2.3854272487981336,2.359375,,,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,1,263,1487.6311787072243,1449.0,797.0532319391635,1.876697560435699,0.10646387832699619,1.0,,,,,,,1.876697560435699,1.804483188044832,1328.904642857143,1.7355704649694808,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,2,139,1900.0071942446043,1749.0,1189.525179856115,1.5933372489117616,0.1079136690647482,1.0,,,,,,,1.5933372489117616,1.5436893203883495,1987.0279999999998,1.5767437343276771,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,3,8,2381.5,2384.0,1573.375,1.5163091309470802,0.0,,,,,,,,1.5163091309470802,1.5457383808862002,,,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,Studio,21,1205.6666666666667,1189.0,553.0,2.1787253813148046,0.0,,,,,,,,2.1787253813148046,2.189686924493554,,,,,,,,,,,,,
2026-03-28,CPT,Denver,1,115,1714.9130434782608,1679.0,807.1130434782609,2.1385201294422815,0.0,,,,,,,,2.1385201294422815,2.1207115628970774,,,,,,,,,,,,,
2026-03-28,CPT,Denver,2,49,2223.4897959183672,2189.0,1178.938775510204,1.8906767596462344,0.0,,,,,,,,1.8906767596462344,1.8522727272727273,,,,,,,,,,,,,
2026-03-28,CPT,Denver,3,4,2579.0,2579.0,1329.0,1.9405568096313017,0.0,,,,,,,,1.9405568096313017,1.9405568096313017,,,,,,,,,,,,,
2026-03-28,CPT,Denver,Studio,10,1330.0,1329.0,558.6,2.383678861767932,0.0,,,,,,,,2.383678861767932,2.391396120968105,,,,,,,,,,,,,
2026-03-28,CPT,Houston,1,379,1399.8179419525065,1339.0,781.4802110817942,1.7963583798408869,0.58311345646438,314.7420814479638,,,,,,,1.7963583798408869,1.7133917396745932,1346.4696380090497,1.707134193855115,,,,,,,,,,,
2026-03-28,CPT,Houston,2,262,1913.618320610687,1674.0,1201.2022900763359,1.572321236158379,0.6412213740458015,244.22344583333333,,,,,,,1.572321236158379,1.5220588235294117,1866.5322023809522,1.5146657318335894,,,,,,,,,,,
2026-03-28,CPT,Houston,3,47,2870.4893617021276,2539.0,1684.723404255319,1.6656796150890014,0.8085106382978723,59.07288421052632,,,,,,,1.6656796150890014,1.6248454882571075,2883.997894736842,1.6308094749251734,,,,,,,,,,,
2026-03-28,CPT,Houston,Studio,18,1438.4444444444443,1499.0,613.0,2.3811468811254946,0.5555555555555556,165.6,,,,,,,2.3811468811254946,2.358695652173913,1348.298,2.40473735316232,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,1,20,2115.55,2087.5,786.8,2.693169954890343,0.0,,,,,,,,2.693169954890343,2.720833333333333,,,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,2,10,2512.2,2519.0,1164.8,2.1614996317545936,0.0,,,,,,,,2.1614996317545936,2.1842330762639244,,,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,3,3,2796.3333333333335,2875.0,1353.3333333333333,2.0655555555555556,0.0,,,,,,,,2.0655555555555556,2.0833333333333335,,,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,1,31,2708.516129032258,2739.0,785.6129032258065,3.558753072804569,0.0,,,,,,,,3.558753072804569,3.7317676143386898,,,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,2,19,3452.7368421052633,3037.0,1103.3684210526317,3.1134040260777303,0.0,,,,,,,,3.1134040260777303,2.812037037037037,,,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,Studio,7,2340.4285714285716,2339.0,633.8571428571429,3.726985508597638,0.0,,,,,,,,3.726985508597638,3.692179700499168,,,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,1,58,2442.103448275862,2459.0,813.5344827586207,3.0874018693845526,0.5172413793103449,500.0,,,,,,,3.0874018693845526,3.07375,2420.33,2.788323566008622,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,2,83,2766.2289156626507,2839.0,1122.120481927711,2.473835775918917,0.891566265060241,500.0,,,,,,,2.473835775918917,2.4534995206136148,2679.7624324324324,2.387065683444673,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,3,21,3050.904761904762,3149.0,1433.7619047619048,2.1284873594602978,1.0,500.0,,,,,,,2.1284873594602978,2.2651898734177216,3009.234761904762,2.0993320913586144,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,Studio,6,2335.6666666666665,2349.0,668.6666666666666,3.4981769660156092,1.0,500.0,,,,,,,3.4981769660156092,3.504644687506933,2293.9966666666664,3.4358387534274075,,,,,,,,,,,
2026-03-28,CPT,Nashville,1,43,1897.3720930232557,1749.0,773.4883720930233,2.4386625682158507,0.7906976744186046,1.2941176470588236,,,,,,,2.4386625682158507,2.331099195710456,1733.4691176470587,2.2102292302301856,,,,,,,,,,,
2026-03-28,CPT,Nashville,2,23,2996.8260869565215,2499.0,1260.0,2.320208496065759,0.6086956521739131,1.2857142857142858,,,,,,,2.320208496065759,2.07721639656816,3111.727142857143,2.2777460569532275,,,,,,,,,,,
2026-03-28,CPT,Nashville,3,6,2704.0,2509.0,1413.1666666666667,1.9031387258751835,1.0,1.8333333333333333,,,,,,,1.9031387258751835,1.8234011627906976,2304.29,1.6178166033700812,,,,,,,,,,,
2026-03-28,CPT,Nashville,Studio,31,1350.9354838709678,1329.0,561.6451612903226,2.4046959337802423,1.0,1.8064516129032258,,,,,,,2.4046959337802423,2.4646616541353383,1150.923870967742,2.04516732405005,,,,,,,,,,,
2026-03-28,CPT,Orange County,1,12,2796.1666666666665,2765.5,890.8333333333334,3.160557414786641,0.0,,,,,,,,3.160557414786641,3.118193581780538,,,,,,,,,,,,,
2026-03-28,CPT,Orange County,2,13,3381.6153846153848,3308.0,1200.8461538461538,2.8180390069821275,0.0,,,,,,,,2.8180390069821275,2.824935952177626,,,,,,,,,,,,,
2026-03-28,CPT,Orlando,1,119,1689.420168067227,1609.0,776.0840336134454,2.192544533315494,1.0,500.0,,,,,,,2.192544533315494,2.140604467805519,1647.7501680672267,2.1376558573663784,,,,,,,,,,,
2026-03-28,CPT,Orlando,2,87,1986.471264367816,1939.0,1099.183908045977,1.8114926930523876,1.0,500.0,,,,,,,1.8114926930523876,1.7144160583941606,1944.801264367816,1.7733406337351936,,,,,,,,,,,
2026-03-28,CPT,Orlando,3,24,2343.5833333333335,2239.0,1307.9583333333333,1.7840421018154908,1.0,500.0,,,,,,,1.7840421018154908,1.687171792948237,2301.9133333333334,1.7520833091305,,,,,,,,,,,
2026-03-28,CPT,Orlando,4,3,2289.0,2289.0,1403.0,1.6315039201710622,1.0,500.0,,,,,,,1.6315039201710622,1.631503920171062,2247.33,1.6018032786885243,,,,,,,,,,,
2026-03-28,CPT,Orlando,Studio,9,1595.6666666666667,1589.0,656.8888888888889,2.4312320408969703,1.0,500.0,,,,,,,2.4312320408969703,2.4446153846153846,1553.9966666666667,2.3676518410521386,,,,,,,,,,,
2026-03-28,CPT,Phoenix,1,122,1627.27868852459,1649.0,806.639344262295,2.033836810939317,0.2786885245901639,330.0,,,,,,,2.033836810939317,2.1177285318559558,1559.2777777777778,1.8650774163301223,,,,,,,,,,,
2026-03-28,CPT,Phoenix,2,144,1974.486111111111,2029.0,1119.6319444444443,1.772533299542158,0.18055555555555555,330.0,,,,,,,1.772533299542158,1.7406394776560141,1897.9285714285713,1.5831616041825112,,,,,,,,,,,
2026-03-28,CPT,Phoenix,3,12,2516.5,2434.0,1362.1666666666667,1.8442107611557848,0.16666666666666666,330.0,,,,,,,1.8442107611557848,1.8561293661924798,2381.5,1.747248716067498,,,,,,,,,,,
2026-03-28,CPT,Phoenix,Studio,12,1619.0,1639.0,596.1666666666666,2.7246120273194774,0.16666666666666666,330.0,,,,,,,2.7246120273194774,2.6669465271975605,1391.5,2.330820770519263,,,,,,,,,,,
2026-03-28,CPT,Raleigh/Durham,1,167,1639.5389221556886,1739.0,782.4071856287425,2.1075363685771795,0.6167664670658682,2.0,,,,,,,2.1075363685771795,2.3468286099865048,1501.514077669903,1.9652235400655058,,,,,,,,,,,
2026-03-28,CPT,Raleigh/Durham,2,135,1842.2592592592594,1569.0,1123.888888888889,1.634967867398541,0.2518518518518518,2.0,,,,,,,1.634967867398541,1.4527777777777777,2139.8520588235297,1.8375368525506577,,,,,,,,,,,
