scrape_date,reit,macro_market,beds,listing_count,avg_rent,median_rent,avg_sqft,rent_per_sqft,concession_rate,avg_concession_value,sp_count,sp_avg_rent_curr,sp_avg_rent_prev,sp_wow_pct,sp_concession_rate_curr,sp_concession_rate_prev,avg_rent_psf,median_rent_psf,avg_eff_rent,avg_eff_rent_psf,sp_avg_rent_psf_curr,sp_avg_rent_psf_prev,sp_wow_pct_psf,sp_avg_eff_rent_curr,sp_avg_eff_rent_prev,sp_wow_pct_eff,sp_avg_eff_rent_psf_curr,sp_avg_eff_rent_psf_prev,sp_wow_pct_eff_psf,sp_count_prev,sp_count_curr
2026-03-28,AVB,Denver,2,75,2246.96,2240.0,1108.16,2.03197225656348,0.7866666666666666,543.9745762711865,,,,,,,2.03197225656348,2.014072119613017,1977.4648,1.7889573483789265,,,,,,,,,,,
2026-03-28,AVB,Denver,3,10,2587.6,2490.0,1339.6,1.9184552991768204,1.0,1.95,,,,,,,1.9184552991768204,1.8920247252965343,2172.819,1.6083205233404947,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,0,84,1944.345238095238,1855.0,441.0357142857143,4.426623843921668,0.8214285714285714,726.3840579710145,,,,,,,4.426623843921668,4.389671361502347,1849.0891666666664,4.214031862126745,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,1,293,2612.085324232082,2640.0,720.7610921501706,3.641322742274062,0.6757679180887372,341.0808080808081,,,,,,,3.641322742274062,3.592896174863388,2529.387747440273,3.522353938585738,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,2,267,3185.0337078651687,3112.0,1036.797752808989,3.0810507690207727,0.7228464419475655,293.39637305699483,,,,,,,3.0810507690207727,3.013888888888889,3068.002172284644,2.9672903354298588,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,3,20,4265.75,4160.0,1406.9,3.056004419294013,0.6,101.16666666666669,,,,,,,3.056004419294013,3.0376187694507357,4019.0735,2.874635653399101,,,,,,,,,,,
2026-03-28,AVB,Los Angeles,4,1,5120.0,5120.0,1277.0,4.009397024275646,0.0,,,,,,,,4.009397024275646,4.009397024275646,5120.0,4.009397024275646,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,0,18,2290.833333333333,2315.0,551.1111111111111,4.242922349866223,1.0,133.88888888888889,,,,,,,4.242922349866223,3.721761036601242,2168.472222222222,4.00552214194126,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,1,136,2762.235294117647,2642.5,796.0955882352941,3.486667544198534,0.8676470588235294,63.16101694915254,,,,,,,3.486667544198534,3.562731208687527,2599.059632352941,3.278402301620918,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,2,149,3470.704697986577,2935.0,1159.7852348993288,2.9845772622047497,0.8120805369127517,127.1818181818182,,,,,,,2.9845772622047497,2.537735849056604,3306.613624161074,2.8409796669818026,,,,,,,,,,,
2026-03-28,AVB,Miami/Fort Lauderdale,3,28,3927.321428571429,3397.5,1399.071428571429,2.8144166709431206,0.7142857142857143,155.6,,,,,,,2.8144166709431206,2.4369984343118283,3747.960714285714,2.6837371141867528,,,,,,,,,,,
2026-03-28,AVB,New York,0,95,3224.9052631578948,3155.0,539.2947368421053,6.209446929528368,0.7157894736842105,66.78676470588235,,,,,,,6.209446929528368,5.811359026369169,3076.959263157895,5.929851990035299,,,,,,,,,,,
2026-03-28,AVB,New York,1,618,3339.954692556634,2895.0,786.3284789644013,4.365894311366157,0.7540453074433657,51.51824034334764,,,,,,,4.365894311366157,3.653576437587658,3136.2388187702268,4.104921892955886,,,,,,,,,,,
2026-03-28,AVB,New York,2,546,3882.915750915751,3532.5,1182.5750915750916,3.330998967384258,0.8333333333333334,22.904395604395603,,,,,,,3.330998967384258,3.0851063829787235,3555.829084249084,3.0499502291299203,,,,,,,,,,,
2026-03-28,AVB,New York,3,68,4757.838235294118,4545.0,1470.6470588235295,3.2732613435315727,0.5441176470588235,31.27027027027027,,,,,,,3.2732613435315727,3.106887888601161,4594.657794117647,3.162442267182384,,,,,,,,,,,
2026-03-28,AVB,Orange County,0,11,2462.7272727272725,2370.0,472.3636363636364,5.358429213746187,0.7272727272727273,0.5,,,,,,,5.358429213746187,5.654320987654321,2392.291818181818,5.184514511164818,,,,,,,,,,,
2026-03-28,AVB,Orange County,1,138,2664.985507246377,2657.5,702.0942028985507,3.814754097103511,0.7318840579710145,165.37623762376236,,,,,,,3.814754097103511,3.8850521792510735,2569.103260869565,3.677913145034641,,,,,,,,,,,
2026-03-28,AVB,Orange County,2,92,3484.717391304348,3515.0,1057.141304347826,3.309991710713733,0.5434782608695652,232.49,,,,,,,3.309991710713733,3.295778703047484,3395.9205434782607,3.2255019835324923,,,,,,,,,,,
2026-03-28,AVB,Orange County,3,1,4805.0,4805.0,1726.0,2.7838933951332563,1.0,1000.0,,,,,,,2.7838933951332563,2.7838933951332563,4721.67,2.735614136732329,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,0,10,1680.0,1685.0,639.6,2.626727808712741,1.0,51.8,,,,,,,2.626727808712741,2.6369327073552427,1424.167,2.226759871892856,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,1,34,1726.5882352941176,1832.5,753.8235294117648,2.318423469335276,1.0,251.08823529411765,,,,,,,2.318423469335276,2.4191461836998704,1548.885588235294,2.0770965778931227,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,2,41,2200.19512195122,2590.0,1163.1463414634147,1.8842544222229516,1.0,2.475609756097561,,,,,,,1.8842544222229516,2.0786516853932584,1875.312926829268,1.6076731183035768,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,3,16,2948.6875,2515.0,1945.4375,1.627099089125644,1.0,1.40625,,,,,,,1.627099089125644,1.1803038092732967,2574.8375,1.409596576977138,,,,,,,,,,,
2026-03-28,AVB,Raleigh/Durham,4,3,2755.0,2755.0,2386.0,1.1546521374685663,1.0,1.0,,,,,,,1.1546521374685663,1.1546521374685663,2525.42,1.0584325230511316,,,,,,,,,,,
2026-03-28,AVB,San Diego,0,12,2259.4166666666665,2247.5,451.75,5.099889656989744,0.75,75.0,,,,,,,5.099889656989744,5.348148148148148,2254.7291666666665,5.088469344769311,,,,,,,,,,,
2026-03-28,AVB,San Diego,1,37,2614.945945945946,2650.0,654.8108108108108,4.028629666736528,0.8108108108108109,446.9,,,,,,,4.028629666736528,4.096385542168675,2542.391081081081,3.9212249198757534,,,,,,,,,,,
2026-03-28,AVB,San Diego,2,30,3261.6666666666665,3242.5,1007.5666666666668,3.2658445625588093,0.7666666666666667,291.69565217391306,,,,,,,3.2658445625588093,3.183418079096045,3162.554,3.174987177112501,,,,,,,,,,,
2026-03-28,AVB,San Diego,3,6,3627.6666666666665,3643.0,1350.0,2.6871604938271605,1.0,150.0,,,,,,,2.6871604938271605,2.6985185185185188,3615.1666666666665,2.6779012345679014,,,,,,,,,,,
2026-03-28,AVB,San Francisco,0,10,3026.4,2751.0,492.9,6.258177712103548,0.3,0.5,,,,,,,6.258177712103548,6.41244963213103,2993.183,6.199386561661069,,,,,,,,,,,
2026-03-28,AVB,San Francisco,1,27,3971.407407407408,3880.0,722.4814814814815,5.5539728916746105,0.2962962962962963,25.375,,,,,,,5.5539728916746105,5.627118644067797,3940.356666666667,5.509721365871131,,,,,,,,,,,
2026-03-28,AVB,San Francisco,2,16,4761.875,4282.5,990.125,4.798732788806782,0.1875,33.666666666666664,,,,,,,4.798732788806782,4.221799583563293,4742.695625,4.777823265457968,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,0,14,2462.1428571428573,2495.0,590.2142857142857,4.196978242439612,0.7857142857142857,0.8181818181818182,,,,,,,4.196978242439612,4.260369593542441,2328.542142857143,3.9765069951123695,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,1,119,2586.27731092437,2520.0,708.0420168067227,3.671479083165112,0.773109243697479,269.1358695652174,,,,,,,3.671479083165112,3.694992412746586,2459.8570588235293,3.4923175927505303,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,2,72,3361.180555555556,3335.0,1066.1805555555557,3.1607924617736134,0.6388888888888888,163.8695652173913,,,,,,,3.1607924617736134,3.1286171426157487,3206.3741666666665,3.0186060157137984,,,,,,,,,,,
2026-03-28,AVB,San Francisco-East Bay,3,9,4304.333333333333,4510.0,1336.3333333333333,3.214355935411328,0.4444444444444444,0.875,,,,,,,3.214355935411328,3.113975576662144,4149.38,3.101327139361762,,,,,,,,,,,
2026-03-28,AVB,San Jose,0,17,2322.294117647059,2280.0,398.4117647058824,5.874765173638766,0.6470588235294118,1.0,,,,,,,5.874765173638766,5.666666666666667,2202.8917647058825,5.581007111864016,,,,,,,,,,,
2026-03-28,AVB,San Jose,1,93,3083.6666666666665,3045.0,730.7311827956989,4.26462371764762,0.5053763440860215,88.52127659574468,,,,,,,4.26462371764762,4.330612244897959,3026.403440860215,4.184761622669495,,,,,,,,,,,
2026-03-28,AVB,San Jose,2,68,3960.794117647059,3735.5,1050.9117647058824,3.793318216691182,0.5735294117647058,67.17948717948718,,,,,,,3.793318216691182,3.6150337571844737,3855.252352941176,3.695114232867828,,,,,,,,,,,
2026-03-28,AVB,San Jose,3,7,4790.0,4510.0,1364.0,3.5765497012409506,0.2857142857142857,135.0,,,,,,,3.5765497012409506,3.4663573085846866,4786.785714285715,3.574071454738032,,,,,,,,,,,
2026-03-28,AVB,Santa Barbara,1,3,2655.0,2680.0,767.3333333333334,3.4607080725538717,1.0,1000.0,,,,,,,3.4607080725538717,3.459079283887468,2571.67,3.352030244641748,,,,,,,,,,,
2026-03-28,AVB,Santa Barbara,2,8,3155.875,3112.5,1044.75,3.0313444030865537,0.625,1000.0,,,,,,,3.0313444030865537,3.001846541764083,3103.79375,2.983740111330964,,,,,,,,,,,
2026-03-28,AVB,Seattle,0,48,2040.1666666666667,2070.0,530.1458333333334,3.881294186811259,0.7291666666666666,136.21428571428572,,,,,,,3.881294186811259,3.883553061188472,1900.0314583333327,3.607829568018698,,,,,,,,,,,
2026-03-28,AVB,Seattle,1,132,2458.7651515151515,2389.0,734.2348484848485,3.3672906005976047,0.696969696969697,106.33152173913044,,,,,,,3.3672906005976047,3.302729110512129,2285.931742424242,3.132498727358225,,,,,,,,,,,
2026-03-28,AVB,Seattle,2,119,3279.4453781512607,3210.0,1103.0336134453785,2.9771524352396086,0.8067226890756303,112.47916666666669,,,,,,,2.9771524352396086,2.9442148760330578,3068.7775630252104,2.787879325694335,,,,,,,,,,,
2026-03-28,AVB,Seattle,3,30,4263.5,4285.0,1502.3666666666666,2.822864763430521,0.7333333333333333,85.86363636363636,,,,,,,2.822864763430521,2.6,4022.0956666666666,2.6687339388010525,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",0,32,1965.0625,1972.5,550.6875,3.610333692679261,1.0,32.4375,,,,,,,3.610333692679261,3.572887623915737,1767.0946875,3.2491403315477,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",1,296,2244.2635135135133,2202.5,756.331081081081,2.9869686930274355,0.875,85.84749034749035,,,,,,,2.9869686930274355,2.862467856368312,2109.673141891892,2.8082225091401667,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",2,229,2798.0349344978167,2695.0,1100.2096069868996,2.5492605853983394,0.8777292576419214,65.03980099502488,,,,,,,2.5492605853983394,2.458945548833189,2641.992401746725,2.407732763924009,,,,,,,,,,,
2026-03-28,AVB,"Washington, DC",3,36,3523.055555555556,3475.0,1384.611111111111,2.5372426316119605,1.0,57.77777777777778,,,,,,,2.5372426316119605,2.45930644019816,3265.4175,2.351908776242206,,,,,,,,,,,
2026-03-28,CPT,Atlanta,1,144,1594.6944444444443,1529.0,818.4583333333334,1.9695039305687652,0.1319444444444444,440.0,,,,,,,1.9695039305687652,1.9034391534391533,1589.856041666667,1.963701082802764,,,,,,,,,,,
2026-03-28,CPT,Atlanta,2,118,1976.71186440678,1819.0,1200.7881355932204,1.6410275561273124,0.2372881355932203,440.0,,,,,,,1.6410275561273124,1.5449557115866146,1968.010508474576,1.6330578458640124,,,,,,,,,,,
2026-03-28,CPT,Atlanta,3,30,2136.0,1989.0,1491.6333333333334,1.421424558978457,0.5666666666666667,440.0,,,,,,,1.421424558978457,1.3957894736842105,2115.220333333333,1.4069335073907314,,,,,,,,,,,
2026-03-28,CPT,Atlanta,Studio,10,1404.0,1359.0,649.7,2.168679945740512,0.0,,,,,,,,2.168679945740512,2.193069306930693,1404.0,2.168679945740512,,,,,,,,,,,
2026-03-28,CPT,Austin,1,181,1255.5745856353592,1179.0,763.9613259668508,1.652207297534259,0.0607734806629834,2.0,,,,,,,1.652207297534259,1.5275689223057645,1242.223867403315,1.6350794580296597,,,,,,,,,,,
2026-03-28,CPT,Austin,2,80,1638.25,1574.0,1119.9625,1.4556425511393072,0.025,2.0,,,,,,,1.4556425511393072,1.44323598447233,1631.004125,1.4487574833066923,,,,,,,,,,,
2026-03-28,CPT,Austin,3,15,1743.6666666666667,1699.0,1285.0666666666666,1.3603930662588068,0.2666666666666666,2.0,,,,,,,1.3603930662588068,1.3347245409015025,1661.2666666666669,1.2957408875909635,,,,,,,,,,,
2026-03-28,CPT,Austin,Studio,2,1649.0,1649.0,522.0,3.1590038314176243,0.0,,,,,,,,3.1590038314176243,3.1590038314176243,1649.0,3.1590038314176243,,,,,,,,,,,
2026-03-28,CPT,Charlotte,1,104,1541.5,1529.0,753.3076923076923,2.063237336408267,0.0,,,,,,,,2.063237336408267,2.097872340425532,1541.5,2.063237336408267,,,,,,,,,,,
2026-03-28,CPT,Charlotte,2,109,1885.422018348624,1859.0,1130.3761467889908,1.6713415396821645,0.0,,,,,,,,1.6713415396821645,1.619934282584885,1885.422018348624,1.6713415396821645,,,,,,,,,,,
2026-03-28,CPT,Charlotte,3,17,2166.058823529412,1969.0,1426.529411764706,1.507479756231049,0.0,,,,,,,,1.507479756231049,1.546739984289081,2166.058823529412,1.507479756231049,,,,,,,,,,,
2026-03-28,CPT,Charlotte,Studio,22,1447.1818181818182,1389.0,622.6363636363636,2.3854272487981336,0.0,,,,,,,,2.3854272487981336,2.359375,1447.1818181818182,2.3854272487981336,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,1,263,1487.6311787072243,1449.0,797.0532319391635,1.876697560435699,0.1064638783269961,1.0,,,,,,,1.876697560435699,1.804483188044832,1474.7693155893537,1.8598997652866869,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,2,139,1900.0071942446043,1749.0,1189.525179856115,1.5933372489117616,0.1079136690647482,1.0,,,,,,,1.5933372489117616,1.5436893203883495,1880.5138129496404,1.5778688911534324,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,3,8,2381.5,2384.0,1573.375,1.5163091309470802,0.0,,,,,,,,1.5163091309470802,1.5457383808862002,2381.5,1.5163091309470802,,,,,,,,,,,
2026-03-28,CPT,Dallas/Fort Worth,Studio,21,1205.6666666666667,1189.0,553.0,2.1787253813148046,0.0,,,,,,,,2.1787253813148046,2.189686924493554,1205.6666666666667,2.1787253813148046,,,,,,,,,,,
2026-03-28,CPT,Denver,1,115,1714.9130434782608,1679.0,807.1130434782609,2.138520129442281,0.0,,,,,,,,2.138520129442281,2.1207115628970774,1714.9130434782608,2.138520129442281,,,,,,,,,,,
2026-03-28,CPT,Denver,2,49,2223.4897959183672,2189.0,1178.938775510204,1.8906767596462344,0.0,,,,,,,,1.8906767596462344,1.8522727272727275,2223.4897959183672,1.8906767596462344,,,,,,,,,,,
2026-03-28,CPT,Denver,3,4,2579.0,2579.0,1329.0,1.9405568096313015,0.0,,,,,,,,1.9405568096313015,1.9405568096313015,2579.0,1.9405568096313015,,,,,,,,,,,
2026-03-28,CPT,Denver,Studio,10,1330.0,1329.0,558.6,2.383678861767932,0.0,,,,,,,,2.383678861767932,2.391396120968105,1330.0,2.383678861767932,,,,,,,,,,,
2026-03-28,CPT,Houston,1,379,1399.8179419525063,1339.0,781.4802110817942,1.7963583798408869,0.58311345646438,314.7420814479638,,,,,,,1.7963583798408869,1.7133917396745932,1369.925567282322,1.7598414217341831,,,,,,,,,,,
2026-03-28,CPT,Houston,2,262,1913.618320610687,1674.0,1201.202290076336,1.572321236158379,0.6412213740458015,244.22344583333333,,,,,,,1.572321236158379,1.5220588235294117,1859.2114885496185,1.531069141885878,,,,,,,,,,,
2026-03-28,CPT,Houston,3,47,2870.489361702128,2539.0,1684.723404255319,1.6656796150890014,0.8085106382978723,59.07288421052632,,,,,,,1.6656796150890014,1.6248454882571075,2687.0834042553192,1.5655368111608052,,,,,,,,,,,
2026-03-28,CPT,Houston,Studio,18,1438.4444444444443,1499.0,613.0,2.3811468811254946,0.5555555555555556,165.6,,,,,,,2.3811468811254946,2.358695652173913,1389.1655555555556,2.290985907173774,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,1,20,2115.55,2087.5,786.8,2.693169954890343,0.0,,,,,,,,2.693169954890343,2.720833333333333,2115.55,2.693169954890343,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,2,10,2512.2,2519.0,1164.8,2.1614996317545936,0.0,,,,,,,,2.1614996317545936,2.1842330762639244,2512.2,2.1614996317545936,,,,,,,,,,,
2026-03-28,CPT,Inland Empire,3,3,2796.333333333333,2875.0,1353.3333333333333,2.065555555555556,0.0,,,,,,,,2.065555555555556,2.083333333333333,2796.333333333333,2.065555555555556,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,1,31,2708.516129032258,2739.0,785.6129032258065,3.558753072804569,0.0,,,,,,,,3.558753072804569,3.7317676143386898,2708.516129032258,3.558753072804569,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,2,19,3452.736842105264,3037.0,1103.3684210526317,3.1134040260777303,0.0,,,,,,,,3.1134040260777303,2.812037037037037,3452.736842105264,3.1134040260777303,,,,,,,,,,,
2026-03-28,CPT,Los Angeles,Studio,7,2340.428571428572,2339.0,633.8571428571429,3.726985508597638,0.0,,,,,,,,3.726985508597638,3.692179700499168,2340.428571428572,3.726985508597638,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,1,58,2442.103448275862,2459.0,813.5344827586207,3.0874018693845526,0.5172413793103449,500.0,,,,,,,3.0874018693845526,3.07375,2420.55,3.062551742005535,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,2,83,2766.2289156626507,2839.0,1122.120481927711,2.473835775918917,0.891566265060241,500.0,,,,,,,2.473835775918917,2.4534995206136148,2729.0773493975903,2.440680415072232,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,3,21,3050.904761904762,3149.0,1433.7619047619048,2.1284873594602978,1.0,500.0,,,,,,,2.1284873594602978,2.2651898734177216,3009.234761904762,2.0993320913586144,,,,,,,,,,,
2026-03-28,CPT,Miami/Fort Lauderdale,Studio,6,2335.6666666666665,2349.0,668.6666666666666,3.498176966015609,1.0,500.0,,,,,,,3.498176966015609,3.504644687506933,2293.9966666666664,3.4358387534274075,,,,,,,,,,,
2026-03-28,CPT,Nashville,1,43,1897.372093023256,1749.0,773.4883720930233,2.4386625682158507,0.7906976744186046,1.2941176470588236,,,,,,,2.4386625682158507,2.331099195710456,1737.65,2.230937756588147,,,,,,,,,,,
2026-03-28,CPT,Nashville,2,23,2996.826086956521,2499.0,1260.0,2.320208496065759,0.6086956521739131,1.2857142857142858,,,,,,,2.320208496065759,2.07721639656816,2789.790434782609,2.1620221924891783,,,,,,,,,,,
2026-03-28,CPT,Nashville,3,6,2704.0,2509.0,1413.1666666666667,1.9031387258751835,1.0,1.8333333333333333,,,,,,,1.9031387258751835,1.8234011627906976,2304.29,1.6178166033700812,,,,,,,,,,,
2026-03-28,CPT,Nashville,Studio,31,1350.9354838709678,1329.0,561.6451612903226,2.4046959337802423,1.0,1.8064516129032255,,,,,,,2.4046959337802423,2.4646616541353383,1150.923870967742,2.04516732405005,,,,,,,,,,,
2026-03-28,CPT,Orange County,1,12,2796.1666666666665,2765.5,890.8333333333334,3.160557414786641,0.0,,,,,,,,3.160557414786641,3.118193581780538,2796.1666666666665,3.160557414786641,,,,,,,,,,,
2026-03-28,CPT,Orange County,2,13,3381.6153846153848,3308.0,1200.8461538461538,2.8180390069821275,0.0,,,,,,,,2.8180390069821275,2.824935952177626,3381.6153846153848,2.8180390069821275,,,,,,,,,,,
2026-03-28,CPT,Orlando,1,119,1689.420168067227,1609.0,776.0840336134454,2.192544533315494,1.0,500.0,,,,,,,2.192544533315494,2.140604467805519,1647.7501680672267,2.1376558573663784,,,,,,,,,,,
2026-03-28,CPT,Orlando,2,87,1986.471264367816,1939.0,1099.183908045977,1.811492693052388,1.0,500.0,,,,,,,1.811492693052388,1.7144160583941606,1944.801264367816,1.7733406337351936,,,,,,,,,,,
2026-03-28,CPT,Orlando,3,24,2343.583333333333,2239.0,1307.9583333333333,1.7840421018154908,1.0,500.0,,,,,,,1.7840421018154908,1.687171792948237,2301.9133333333334,1.7520833091305,,,,,,,,,,,
2026-03-28,CPT,Orlando,4,3,2289.0,2289.0,1403.0,1.6315039201710622,1.0,500.0,,,,,,,1.6315039201710622,1.631503920171062,2247.33,1.6018032786885243,,,,,,,,,,,
2026-03-28,CPT,Orlando,Studio,9,1595.6666666666667,1589.0,656.8888888888889,2.4312320408969703,1.0,500.0,,,,,,,2.4312320408969703,2.4446153846153846,1553.996666666667,2.3676518410521386,,,,,,,,,,,
2026-03-28,CPT,Phoenix,1,122,1627.27868852459,1649.0,806.639344262295,2.033836810939317,0.2786885245901639,330.0,,,,,,,2.033836810939317,2.117728531855956,1621.1926229508197,2.026555154073966,,,,,,,,,,,
2026-03-28,CPT,Phoenix,2,144,1974.486111111111,2029.0,1119.6319444444443,1.772533299542158,0.1805555555555555,330.0,,,,,,,1.772533299542158,1.740639477656014,1971.8125,1.770297744596239,,,,,,,,,,,
2026-03-28,CPT,Phoenix,3,12,2516.5,2434.0,1362.1666666666667,1.8442107611557848,0.1666666666666666,330.0,,,,,,,1.8442107611557848,1.85612936619248,2514.208333333333,1.8425294209748115,,,,,,,,,,,
2026-03-28,CPT,Phoenix,Studio,12,1619.0,1639.0,596.1666666666666,2.7246120273194774,0.1666666666666666,330.0,,,,,,,2.7246120273194774,2.6669465271975605,1614.4166666666667,2.7169347520542626,,,,,,,,,,,
